Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities
Subhash Singh Choudhary,INC, 8 ,10th Pass,60,Khanpur + Haridwar,202276803,9473534
Sarwat Kareem Ansari   Winner ,BSP, 2 ,8th Pass,65,Manglore + Haridwar,149535470,0
Anik Ahmed,IND,0,Illiterate,48,Manglore + Haridwar,37000,17000
Dinesh Singh Pawar,BJP,0,Graduate Professional,52,Manglore + Haridwar,33008628,0
Navneet Kumar (Guddu Bhaiya),AAP, 1 ,Graduate,32,Manglore + Haridwar,3299036,111160
Qazi Mohammad Nizamuddin,INC, 3 ,Graduate,47,Manglore + Haridwar,321090452,6002000
Qazi Mohd Monis,Aazad Samaj Party (Kanshi Ram),0,Graduate,35,Manglore + Haridwar,7501231,850000
Rajveer Singh,IND,0,Graduate,42,Manglore + Haridwar,24708,0
Satish Kumar,IND,0,12th Pass,52,Manglore + Haridwar,4595000,300000
Sharad Pandey,SP,0,Post Graduate,57,Manglore + Haridwar,7846000,0
Ubedur Rehaman,IND,0,Post Graduate,38,Manglore + Haridwar,3771859,0
Vijendra Singh,RLD,0,Post Graduate,60,Manglore + Haridwar,87824710,7850000
Shahzad   Winner ,BSP,0,Literate,54,Laksar + Haridwar,43588239,0
Ajay,Rashtrawadi Janlok Party (Satya), 1 ,Post Graduate,48,Laksar + Haridwar,10416517,1200000
Antriksh Saini,INC,0,Doctorate,64,Laksar + Haridwar,1239089427,685567214
Dhramraj,IND,0,Literate,53,Laksar + Haridwar,1173000,58000
Dr. Bhagwan Dass Rathor,SP,0,Graduate Professional,75,Laksar + Haridwar,11971400,204478
Haji Tasleem Ahmad,Aazad Samaj Party (Kanshi Ram),0,8th Pass,69,Laksar + Haridwar,33395082,900000
Mehar Singh,IND,0,Literate,60,Laksar + Haridwar,6502000,320000
Mohd Yusuf,AAP,0,Graduate Professional,44,Laksar + Haridwar,3658000,1484000
Mursleen,IND,0,10th Pass,35,Laksar + Haridwar,104011,0
Reenu Kashyap,IND,0,Post Graduate,41,Laksar + Haridwar,46705,0
Sanjay Gupta,BJP,0,Graduate,52,Laksar + Haridwar,67211405,0
Anupama Rawat   Winner ,INC,0,Post Graduate,38,Haridwar Rural + Haridwar,134646476,2009250
Aslam,Naki Bharatiya Ekta Party,0,8th Pass,37,Haridwar Rural + Haridwar,300000,0
Balram,IND,0,10th Pass,34,Haridwar Rural + Haridwar,8140000,0
Mubarak,IND,0,Graduate Professional,53,Haridwar Rural + Haridwar,16585000,0
Muhammad Yunus,BSP,0,10th Pass,61,Haridwar Rural + Haridwar,29168047,7807710
Naresh Sharma,AAP,0,Graduate,38,Haridwar Rural + Haridwar,14354997,3821373
Pankaj Kumar Saini,Aazad Samaj Party (Kanshi Ram),0,10th Pass,40,Haridwar Rural + Haridwar,10749592,2900000
Rekha Devi,Rashtrawadi Janlok Party (Satya),0,8th Pass,46,Haridwar Rural + Haridwar,5036000,1220000
Rupesh Kumar,Nyaydharmsabha,0,Post Graduate,43,Haridwar Rural + Haridwar,3556334,0
Sajid Ali,SP,0,8th Pass,33,Haridwar Rural + Haridwar,6233356,120000
Upender Singh Malik,UKD,0,Graduate,43,Haridwar Rural + Haridwar,8545000,1700000
Yatishwaranand,BJP,0,Post Graduate,49,Haridwar Rural + Haridwar,15153161,88308
Zulfikar Ansari,AIMIM,0,5th Pass,46,Haridwar Rural + Haridwar,10348898,0
Dr. Mohan Singh Bisht   Winner ,BJP,0,Doctorate,53,Lalkuan + Nainital,29904277,0
Bahadur Singh Jangi,CPI(ML)(L),0,Literate,73,Lalkuan + Nainital,6367000,0
Chandra Sekhar Pandey,AAP,0,12th Pass,62,Lalkuan + Nainital,8790000,0
Harish Rawat,INC, 1 ,Graduate Professional,73,Lalkuan + Nainital,76950000,16525569
Kundan Singh Mehta,IND,0,5th Pass,64,Lalkuan + Nainital,5439630,0
Manoj Pandey,SP,0,Literate,32,Lalkuan + Nainital,1401364,0
Naveen Chandra Pant,IND,0,10th Pass,33,Lalkuan + Nainital,117000,0
Pawan Kumar Chauhan,IND,0,10th Pass,59,Lalkuan + Nainital,21968998,23900000
Prithvipal Singh Rawat,BSP,0,Graduate Professional,53,Lalkuan + Nainital,6487000,90000
Ram Singh,RPI(A),0,Literate,52,Lalkuan + Nainital,1247100,0
Sandhya Dalakoti,IND,0,Post Graduate,39,Lalkuan + Nainital,39457785,12721212
Virenderpuri Maharaj,IND,0,Literate,50,Lalkuan + Nainital,60133700,0
Yashpal Arya,IND, 1 ,12th Pass,49,Lalkuan + Nainital,809242,150000
Ram Singh Kaira   Winner ,BJP,0,Graduate,48,Bhimtal + Nainital,13701562,939255
Bhuwan Chandra Arya,BSP,0,12th Pass,50,Bhimtal + Nainital,720000,0
Dan Singh Bhandari,INC,0,12th Pass,53,Bhimtal + Nainital,9231425,11349569
Harish Chandra Joshi,UKD,0,Post Graduate,47,Bhimtal + Nainital,38031222,1200000
Lakhan Singh Negi,IND, 5 ,12th Pass,42,Bhimtal + Nainital,44153664,3007648
Manoj Sah,IND,0,Graduate,48,Bhimtal + Nainital,15180035,0
Prakash Chandra,IND,0,Graduate,49,Bhimtal + Nainital,661000,600000
Sanjay Kumar Pandey,AAP,0,Post Graduate,38,Bhimtal + Nainital,924700,0
Suresh Chander Arya,IND,0,Post Graduate,71,Bhimtal + Nainital,94176,821123
Vikram Singh,SP,0,Graduate Professional,32,Bhimtal + Nainital,1537500,0
Sarita Arya   Winner ,BJP,0,10th Pass,61,Nainital(Sc) + Nainital,5547086,0
Hem Chandra Arya,AAP,0,Graduate,56,Nainital(Sc) + Nainital,167938419,1850000
Om Prakash,UKD,0,10th Pass,46,Nainital(Sc) + Nainital,8170872,778470
Rajkamal Sonkar,BSP,0,5th Pass,48,Nainital(Sc) + Nainital,1250800,0
Sanjeev Arya,INC, 1 ,Post Graduate,43,Nainital(Sc) + Nainital,85241688,0
Sumit Hridayesh   Winner ,INC, 6 ,Graduate,43,Haldwani + Nainital,108497086,2647583
Abdul Mateen Siddiqui,AIMIM, 3 ,8th Pass,61,Haldwani + Nainital,14319229,1750000
Anil Kumar Singh,Jan Ekta Party,0,12th Pass,34,Haldwani + Nainital,1609000,0
Divyanshu Verma,IND,0,Graduate,28,Haldwani + Nainital,252583,0
Dr. Jogender Pal Singh Rautela,BJP,0,Doctorate,50,Haldwani + Nainital,10362671,0
Jitendra Singh,BSP,0,8th Pass,42,Haldwani + Nainital,346500,0
Mahipal Singh,Janta Brigade Party,0,12th Pass,44,Haldwani + Nainital,5500000,0
Prashant Kumar Negi,IND, 1 ,10th Pass,26,Haldwani + Nainital,1180264,581000
Rajendra Kumar Gupta,IND, 2 ,8th Pass,55,Haldwani + Nainital,2437219,0
Ravi Valmiki,Uttarakhand Kranti Dal(P),0,8th Pass,41,Haldwani + Nainital,1117530,0
Samit Tikkoo,AAP, 1 ,Post Graduate,48,Haldwani + Nainital,218255912,4910834
Shoeb Ahmed,SP, 2 ,Literate,50,Haldwani + Nainital,22020449,2079249
Umesh Chandra Joshi,IND,0,Post Graduate,41,Haldwani + Nainital,90000,0
Banshidhar Bhagat   Winner ,BJP,0,8th Pass,70,Kaladhungi + Nainital,30448906,0
Bhagwan Singh,IND,0,10th Pass,52,Kaladhungi + Nainital,3855000,100000
Chandra Shekhar Tewari,IND,0,Graduate Professional,53,Kaladhungi + Nainital,16391970,0
Jagat Singh Rawat,IND,0,Post Graduate,67,Kaladhungi + Nainital,12570000,0
Mahesh Chandra,INC,0,Graduate,62,Kaladhungi + Nainital,135152000,10500000
Manju Tiwari,AAP,0,12th Pass,57,Kaladhungi + Nainital,44638425,3376000
Mohan Kandpal,UKD,0,Post Graduate,44,Kaladhungi + Nainital,737348,873048
Prakash Chandra,Uttarakhand Parivartan Party,0,Post Graduate,51,Kaladhungi + Nainital,733500,0
Rajendra Kumar Waliya,SP,0,5th Pass,63,Kaladhungi + Nainital,4803953,0
Suman Lata,IND,0,12th Pass,34,Kaladhungi + Nainital,131910,39012
Sunder Lal Arya,BSP, 2 ,12th Pass,47,Kaladhungi + Nainital,12656250,600000
Diwan Singh Bisht   Winner ,BJP,0,Post Graduate,67,Ramnagar + Nainital,40361379,280913
Abdul Gaffar,SP,0,8th Pass,48,Ramnagar + Nainital,5112000,0
Chinta Ram,Uttarakhand Parivartan Party,0,Literate,81,Ramnagar + Nainital,502123,0
Hem Chandra Bhatt,BSP,0,10th Pass,52,Ramnagar + Nainital,49322019,17445619
Jagdish Chandra Pandey,IND,0,Graduate,59,Ramnagar + Nainital,2062000,0
Mahendra Singh Pal,INC,0,Doctorate,65,Ramnagar + Nainital,101062907,0
Mohsin Khan,IND, 1 ,Literate,33,Ramnagar + Nainital,1815013,0
Rakesh Chauhan,UKD, 1 ,Graduate,55,Ramnagar + Nainital,8246000,500000
Sanjay Negi,IND, 1 ,Post Graduate,45,Ramnagar + Nainital,2445000,854639
Shishupal Singh Rawat,AAP, 1 ,12th Pass,51,Ramnagar + Nainital,19138644,4512827
Shweta Mashiwal,IND,0,Graduate,39,Ramnagar + Nainital,5595102,0
Renu Bisht   Winner ,BJP,0,12th Pass,52,Yamkeshwar + Pauri Garhwal,7240000,0
Aviral,AAP,0,Post Graduate,34,Yamkeshwar + Pauri Garhwal,7398540,700000
Shailendra Singh Rawat,INC,0,12th Pass,57,Yamkeshwar + Pauri Garhwal,36847000,5400000
Shanti Prasad Bhatt,UKD, 2 ,12th Pass,55,Yamkeshwar + Pauri Garhwal,2606444,0
Veerendra Prasad,SP,0,8th Pass,51,Yamkeshwar + Pauri Garhwal,649000,0
Rajkumar Pori   Winner ,BJP,0,Graduate,51,Pauri (Sc) + Pauri Garhwal,2524958,1122780
Hari Kumar,Akhand Bharat Vikas Party, 1 ,8th Pass,38,Pauri (Sc) + Pauri Garhwal,792000,0
Manohar Lal,AAP, 1 ,5th Pass,54,Pauri (Sc) + Pauri Garhwal,1342174,80000
Naval Kishor,INC,0,12th Pass,49,Pauri (Sc) + Pauri Garhwal,3164720,549706
Onkar Singh,Uttarakhand Janekta Party,0,12th Pass,51,Pauri (Sc) + Pauri Garhwal,2049400,50000
Poonam Singh,UKD,0,Graduate,33,Pauri (Sc) + Pauri Garhwal,112000,0
Rajendra Prasad,SP,0,Post Graduate,46,Pauri (Sc) + Pauri Garhwal,285000,0
Ramesh Chandra,BSP,0,8th Pass,64,Pauri (Sc) + Pauri Garhwal,2040500,0
Dr. Dhan Singh Rawat   Winner ,BJP,0,Doctorate,52,Srinagar + Pauri Garhwal,26763303,0
Gajender Singh Chauhan,AAP,0,12th Pass,56,Srinagar + Pauri Garhwal,15806786,2449932
Ganesh Godiyal,INC, 2 ,Graduate,56,Srinagar + Pauri Garhwal,74915811,26625052
Ganesh Lal,Akhand Bharat Vikas Party,0,8th Pass,42,Srinagar + Pauri Garhwal,16500,12000
Mohan Kala,UKD, 17 ,Graduate Professional,64,Srinagar + Pauri Garhwal,825208200,16006998
Sandeep Kumar,SUCI(C),0,Post Graduate,27,Srinagar + Pauri Garhwal,1000,0
Subhash Negi,SP,0,10th Pass,53,Srinagar + Pauri Garhwal,614500,0
Satpal Maharaj   Winner ,BJP,0,12th Pass,70,Chaubattakhal + Pauri Garhwal,873413319,0
Anu Pant,Uttarakhand Kranti Dal (Democratic),0,Graduate Professional,35,Chaubattakhal + Pauri Garhwal,10874000,200000
Arun Kumar,IND,0,Graduate,48,Chaubattakhal + Pauri Garhwal,3060000,400000
Ashwani Gusain,IND,0,Post Graduate,29,Chaubattakhal + Pauri Garhwal,693000,0
Digmohan Negi,AAP,0,Graduate,43,Chaubattakhal + Pauri Garhwal,5418220,500000
Jay Parkash,SP,0,10th Pass,47,Chaubattakhal + Pauri Garhwal,1342000,0
Keshar Singh,INC,0,12th Pass,51,Chaubattakhal + Pauri Garhwal,104905131,15039606
Shekhar Singh,Uttarakhand Raksha Morcha,0,10th Pass,55,Chaubattakhal + Pauri Garhwal,6850000,1200000
Daleep Singh Rawat   Winner ,BJP, 2 ,Graduate,54,Lansdowne + Pauri Garhwal,19027193,2930722
Anand Prakash,UKD, 1 ,Graduate Professional,70,Lansdowne + Pauri Garhwal,11049500,142000
Anukriti Gusain Rawat,INC,0,Graduate Professional,27,Lansdowne + Pauri Garhwal,44416838,2855696
Mamta Devi,IND,0,Post Graduate,29,Lansdowne + Pauri Garhwal,34700,0
Narendra Singh,AAP,0,10th Pass,44,Lansdowne + Pauri Garhwal,1915086,0
Narendra Singh Rawat,IND,0,Graduate,28,Lansdowne + Pauri Garhwal,18000,0
Ramesh Chandra Singh,Uttarakhand Raksha Morcha,0,10th Pass,53,Lansdowne + Pauri Garhwal,3358000,100000
Ritu Khanduri Bhushan   Winner ,BJP,0,Graduate,56,Kotdwar + Pauri Garhwal,72628356,0
Akash Negi,Right to Recall Party,0,Graduate,25,Kotdwar + Pauri Garhwal,4548,0
Arvind Kumar,AAP, 1 ,Graduate Professional,45,Kotdwar + Pauri Garhwal,9646290,0
Dherandra Singh Chauhan,IND,0,Post Graduate,63,Kotdwar + Pauri Garhwal,33334996,0
Mahima Chaudhary,IND,0,Post Graduate,29,Kotdwar + Pauri Garhwal,364500,0
Mukesh Kumar Rawat,UKD,0,10th Pass,55,Kotdwar + Pauri Garhwal,3966772,1200000
Rohit Dandriyal,Uttarakhand Kranti Dal (Democratic),0,Graduate Professional,30,Kotdwar + Pauri Garhwal,2389264,0
Satish Chandra,Bahujan Mukti Party,0,Graduate,57,Kotdwar + Pauri Garhwal,2538062,0
Sunil Bahukhandi,IND,0,Graduate,46,Kotdwar + Pauri Garhwal,4611450,0
Surendra Singh Negi,INC,0,Graduate,72,Kotdwar + Pauri Garhwal,42032960,0
Vikas Kumar,BSP,0,Graduate,38,Kotdwar + Pauri Garhwal,2916900,0
Harish Singh Dhami   Winner ,INC, 1 ,12th Pass,46,Dharchula + Pithoragarh,45585000,24500000
Dhan Singh Dhami (Dhan Da),BJP, 1 ,Graduate,49,Dharchula + Pithoragarh,7004500,1500000
Govind Ram,BSP,0,8th Pass,61,Dharchula + Pithoragarh,1402000,400000
Jeevan Singh Thakur,IND,0,Post Graduate,31,Dharchula + Pithoragarh,610000,0
Kailash Singh Pangtey,IND,0,12th Pass,46,Dharchula + Pithoragarh,57699475,650000
Manju Devi,SP,0,8th Pass,34,Dharchula + Pithoragarh,65000,0
Narayan Ram,AAP,0,8th Pass,47,Dharchula + Pithoragarh,5503000,153000
Ramesh Singh,UKD,0,Graduate,49,Dharchula + Pithoragarh,4463000,500000
Vishan Singh   Winner ,BJP, 2 ,Post Graduate,71,Didihat + Pithoragarh,26268231,91197
Anil Singh,IND,0,10th Pass,34,Didihat + Pithoragarh,1566000,0
Diwan Singh Mehta,AAP,0,12th Pass,55,Didihat + Pithoragarh,3327000,372000
Govind Singh,UKD,0,12th Pass,40,Didihat + Pithoragarh,1483637,450000
Kishan Bhandari,IND,0,10th Pass,53,Didihat + Pithoragarh,51036810,21074607
Pradeep Singh Pal,INC,0,12th Pass,51,Didihat + Pithoragarh,15403316,2631599
Surendra Singh Gurung,SP, 1 ,10th Pass,70,Didihat + Pithoragarh,10707000,0
Mayukh Mahar   Winner ,INC,0,Post Graduate,66,Pithoragarh + Pithoragarh,96185984,20038149
(Engineer) Kartik Tamta,Aazad Samaj Party (Kanshi Ram),0,Graduate Professional,28,Pithoragarh + Pithoragarh,21586,470000
Chandra Pant,BJP,0,Post Graduate,54,Pithoragarh + Pithoragarh,40053774,0
Chandra Prakash Punera,AAP,0,Post Graduate,43,Pithoragarh + Pithoragarh,27065473,1284752
Khursid Ahmad,BSP,0,8th Pass,42,Pithoragarh + Pithoragarh,1811000,800000
Nitin Markana,IND,0,Graduate,29,Pithoragarh + Pithoragarh,4920050,0
Virendera Vir Vikram Singh,SP,0,8th Pass,37,Pithoragarh + Pithoragarh,823278,24000
Fakeer Ram   Winner ,BJP,0,Literate,59,Gangolihat (Sc) + Pithoragarh,18027973,128979
Babita Chandra,AAP,0,Post Graduate,30,Gangolihat (Sc) + Pithoragarh,2617195,100000
Bal Ram,SP,0,Literate,52,Gangolihat (Sc) + Pithoragarh,550000,0
Hari Prasad,UKD,0,Post Graduate,61,Gangolihat (Sc) + Pithoragarh,8200000,0
Khajan Chandra Guddu,INC,0,12th Pass,47,Gangolihat (Sc) + Pithoragarh,53378000,26515000
Rekha,BSP,0,10th Pass,39,Gangolihat (Sc) + Pithoragarh,310000,0
Shaila Rani Rawat   Winner ,BJP,0,Post Graduate,65,Kedarnath + Rudraprayag,30843470,0
Badrish,SP,0,Graduate,37,Kedarnath + Rudraprayag,1203000,0
Devesh Nautiyal,IND,0,Post Graduate,47,Kedarnath + Rudraprayag,6077000,0
Gajpal Singh Rawat,UKD,0,Graduate Professional,62,Kedarnath + Rudraprayag,10469174,73531
Kuldeep Singh,IND,0,8th Pass,36,Kedarnath + Rudraprayag,520000,0
Kuldeep Singh Rawat,IND,0,8th Pass,47,Kedarnath + Rudraprayag,32580327,0
Manoj Kumar Tinsola,Peoples Party of India (Democratic),0,Post Graduate,38,Kedarnath + Rudraprayag,4118000,0
Manoj Rawat,INC, 2 ,Post Graduate,54,Kedarnath + Rudraprayag,14575093,250000
Rajaram,CPI(M),0,Graduate,59,Kedarnath + Rudraprayag,4818584,102855
Rekha Devi,IND,0,10th Pass,42,Kedarnath + Rudraprayag,5820000,400000
Shyam Lal Chandraval,BSP,0,Post Graduate,60,Kedarnath + Rudraprayag,7962500,1500000
Sumant,AAP,0,Graduate,41,Kedarnath + Rudraprayag,9281000,2360000
Suraj Singh,IND,0,Others,26,Kedarnath + Rudraprayag,883000,0
Bharat Singh Chaudhary   Winner ,BJP,0,Graduate,62,Rudraprayag + Rudraprayag,23205421,5000000
Bhagwati Prasad,IND,0,12th Pass,64,Rudraprayag + Rudraprayag,2670000,0
Birendra Pratap Singh,Bahujan Mukti Party,0,12th Pass,30,Rudraprayag + Rudraprayag,3540000,800000
Laxman Singh,Nyaydharmsabha,0,12th Pass,51,Rudraprayag + Rudraprayag,1102572,0
Mahabir Singh Jagwan,IND,0,12th Pass,45,Rudraprayag + Rudraprayag,11295000,1300000
Matbar Singh Kandari,IND,0,Post Graduate,77,Rudraprayag + Rudraprayag,19830000,0
Mohit,SP,0,Graduate,25,Rudraprayag + Rudraprayag,30000,0
Mohit Dimri,UKD,0,Post Graduate,34,Rudraprayag + Rudraprayag,208441,0
Pradeep Prasad Thapliyal,INC,0,Post Graduate,47,Rudraprayag + Rudraprayag,29148597,6169000
Pyar Singh Negi,AAP,0,Graduate Professional,42,Rudraprayag + Rudraprayag,2731000,70000
Sudhir Negi,IND,0,Post Graduate,46,Rudraprayag + Rudraprayag,6046000,1400000
Sudhir Rauthan,CPI,0,Graduate Professional,45,Rudraprayag + Rudraprayag,1529500,185000
Shakti Lal Shah   Winner ,BJP,0,12th Pass,55,Ghanshali (Sc) + Tehri Garhwal,3193000,200000
Bheem Lal Arya,IND, 1 ,12th Pass,38,Ghanshali (Sc) + Tehri Garhwal,11130247,5400000
Darshan Lal Das,IND,0,8th Pass,54,Ghanshali (Sc) + Tehri Garhwal,1387000,0
Dhani Lal Shah,INC,0,Post Graduate,58,Ghanshali (Sc) + Tehri Garhwal,2400000,280000
Kamal Das,UKD,0,8th Pass,49,Ghanshali (Sc) + Tehri Garhwal,1908000,0
Shoorveer Lal,IND,0,Post Graduate,64,Ghanshali (Sc) + Tehri Garhwal,4056963,740000
Vijay Prakash,AAP,0,8th Pass,43,Ghanshali (Sc) + Tehri Garhwal,175000,0
Vinod Kandari   Winner ,BJP,0,Post Graduate,40,Devprayag + Tehri Garhwal,16141372,750054
Bijendra Lal,Bahujan Mukti Party,0,Post Graduate,36,Devprayag + Tehri Garhwal,2897000,139000
Diwakar Bhatt,UKD,0,10th Pass,76,Devprayag + Tehri Garhwal,4714408,0
Mantri Prasad Naithani,INC,0,Graduate Professional,65,Devprayag + Tehri Garhwal,12799119,0
Uttam Singh,AAP, 2 ,Doctorate,41,Devprayag + Tehri Garhwal,18950100,4700000
Subodh Uniyal   Winner ,BJP,0,Post Graduate,61,Narendranagar + Tehri Garhwal,16196232,10300000
Jagdish Kuliyal,CPI,0,Post Graduate,63,Narendranagar + Tehri Garhwal,8967274,0
Om Gopal,INC, 2 ,12th Pass,45,Narendranagar + Tehri Garhwal,1125097,0
Pushpa Rawat,AAP, 1 ,Graduate,32,Narendranagar + Tehri Garhwal,4212500,0
Ranbeer Singh Aswal,Uttarakhand Janata Party,0,Graduate,55,Narendranagar + Tehri Garhwal,3274000,80000
Sardar Singh Pundir,UKD, 1 ,Post Graduate,52,Narendranagar + Tehri Garhwal,896000,0
Vikram Singh Negi   Winner ,INC,0,Post Graduate,54,Pratapnagar + Tehri Garhwal,23697600,38450000
Jaipal Singh,IND,0,12th Pass,57,Pratapnagar + Tehri Garhwal,3515000,0
Narayan Singh,IND,0,Post Graduate,54,Pratapnagar + Tehri Garhwal,910000,143000
Pankaj Vyas,IND,0,Graduate,35,Pratapnagar + Tehri Garhwal,1760000,0
Sagar Singh Bhandari,AAP, 3 ,Others,26,Pratapnagar + Tehri Garhwal,15500,0
Vijay Singh Panwar,BJP,0,Post Graduate,59,Pratapnagar + Tehri Garhwal,39665400,0
Kishore Upadhyay   Winner ,BJP,0,Doctorate,64,Tehri + Tehri Garhwal,26927176,3868241
Dhan Singh Negi,INC,0,Post Graduate,53,Tehri + Tehri Garhwal,27448988,3760993
Dinesh Dhanai,Uttarakhand Janekta Party,0,Graduate,52,Tehri + Tehri Garhwal,43364723,2911352
Prem Dutt,Right to Recall Party,0,Graduate,49,Tehri + Tehri Garhwal,7000000,50000
Trilok Singh Negi,AAP,0,Post Graduate,54,Tehri + Tehri Garhwal,7151661,0
Urmila,UKD,0,Others,42,Tehri + Tehri Garhwal,5901000,800000
Vijay Semwal,IND,0,Post Graduate,56,Tehri + Tehri Garhwal,1510000,0
Pritam Singh Panwar   Winner ,BJP,0,Graduate,56,Dhanolti + Tehri Garhwal,31151385,615091
Amendra Bisht,AAP, 1 ,Graduate,44,Dhanolti + Tehri Garhwal,400767,0
Gaurav Tiwari,IND,0,12th Pass,39,Dhanolti + Tehri Garhwal,7288113,4220000
Jay Narayan,Uttarakhand Janekta Party,0,12th Pass,48,Dhanolti + Tehri Garhwal,1672000,300000
Jot Singh Bisht,INC,0,12th Pass,67,Dhanolti + Tehri Garhwal,6855575,500000
Mahaveer Singh Rangarh,IND,0,Graduate Professional,51,Dhanolti + Tehri Garhwal,31194978,0
Usha Panwar,UKD,0,Post Graduate,37,Dhanolti + Tehri Garhwal,51994126,0
Adesh Singh Chauhan   Winner ,INC, 1 ,Graduate,54,Jaspur + Udham Singh Nagar,39311664,3275976
Ajay Agarwal,BSP, 3 ,10th Pass,58,Jaspur + Udham Singh Nagar,44719327,10533579
Anita Agarwal,IND,0,Post Graduate,57,Jaspur + Udham Singh Nagar,44719327,10533579
Dr. Shailendra Mohan Singhal,BJP,0,Graduate,62,Jaspur + Udham Singh Nagar,446746959,0
Jameel Ahamad Mansoori,SP, 2 ,8th Pass,44,Jaspur + Udham Singh Nagar,2809825,0
Lalman Singh,IND,0,12th Pass,50,Jaspur + Udham Singh Nagar,8216000,0
Mohd Yoonus Chaudhari,AAP,0,Graduate Professional,54,Jaspur + Udham Singh Nagar,65697707,55900312
Nafees Azad,Bharatiya Jan Jagriti Party,0,8th Pass,43,Jaspur + Udham Singh Nagar,7891,0
Saleem Ahmad,IND,0,12th Pass,28,Jaspur + Udham Singh Nagar,4479179,0
Sanjay Dutt,IND,0,Graduate,40,Jaspur + Udham Singh Nagar,529139,0
Trilok Singh Cheema   Winner ,BJP,0,Graduate,55,Kashipur + Udham Singh Nagar,441546441,92057899
Ashok Kumar,IND,0,5th Pass,46,Kashipur + Udham Singh Nagar,1090412,0
Baljinder Singh,SP, 1 ,12th Pass,38,Kashipur + Udham Singh Nagar,11420595,1200000
Deepak Bali,AAP, 1 ,Post Graduate,48,Kashipur + Udham Singh Nagar,242149522,2263000
Gagan Singh Kamboj,BSP, 1 ,12th Pass,34,Kashipur + Udham Singh Nagar,7864522,5290248
Manoj Kumar Dobariyal,UKD,0,Graduate Professional,62,Kashipur + Udham Singh Nagar,43793534,0
Narendra Chand Singh,INC,0,12th Pass,44,Kashipur + Udham Singh Nagar,120622680,5157922
Shameem Jahan,RLD,0,5th Pass,41,Kashipur + Udham Singh Nagar,305400,0
Yashpal Arya   Winner ,INC, 1 ,Graduate,70,Bajpur (Sc) + Udham Singh Nagar,109764115,0
Dhanraj Bharti,SP,0,8th Pass,59,Bajpur (Sc) + Udham Singh Nagar,2818000,0
Manju Arya,IND,0,Graduate,32,Bajpur (Sc) + Udham Singh Nagar,1093500,0
Rajesh Kumar,BJP, 1 ,Post Graduate,40,Bajpur (Sc) + Udham Singh Nagar,6180857,0
Sunita Tamta,AAP,0,Graduate,43,Bajpur (Sc) + Udham Singh Nagar,1813262,4000000
Vijay Pal Singh,BSP, 1 ,12th Pass,51,Bajpur (Sc) + Udham Singh Nagar,25633966,0
Arvind Pandey   Winner ,BJP, 2 ,Graduate,50,Gadarpur + Udham Singh Nagar,18568223,0
Jarnail Singh Kali,AAP,0,8th Pass,46,Gadarpur + Udham Singh Nagar,34590000,0
Jasvant Singh,BSP,0,10th Pass,42,Gadarpur + Udham Singh Nagar,594645,0
Lal Bahadur Yadav,Nyaydharmsabha,0,Graduate,53,Gadarpur + Udham Singh Nagar,5740000,451439
Premanand Mahajan,INC,0,12th Pass,55,Gadarpur + Udham Singh Nagar,16974417,2606000
Shaheroom,SP, 1 ,10th Pass,36,Gadarpur + Udham Singh Nagar,2046000,0
Shiv Arora   Winner ,BJP, 1 ,Graduate,51,Rudrapur + Udham Singh Nagar,108992600,4838013
Chandrakeshwar Rao,BSP,0,10th Pass,36,Rudrapur + Udham Singh Nagar,1201011,0
Ganga Sagar,Bharatiya Subhash Sena,0,Literate,39,Rudrapur + Udham Singh Nagar,1075000,0
Meena Sharma,INC,0,Graduate,50,Rudrapur + Udham Singh Nagar,6976480,108000
Nand Lal,AAP,0,Post Graduate,41,Rudrapur + Udham Singh Nagar,5590292,455322
Rajkumar Thukral,IND, 1 ,Post Graduate,55,Rudrapur + Udham Singh Nagar,23675574,4129257
Satpal Singh Thukral,SP,0,8th Pass,48,Rudrapur + Udham Singh Nagar,2721294,0
Soni Srivastav,Nyaydharmsabha,0,12th Pass,40,Rudrapur + Udham Singh Nagar,4854000,710000
Surendra Singh,IND,0,Graduate,43,Rudrapur + Udham Singh Nagar,58366,0
Tilak Raj Behar   Winner ,INC, 1 ,10th Pass,64,Kichha + Udham Singh Nagar,68871466,0
Ajay Kumar Tiwari,IND, 1 ,12th Pass,46,Kichha + Udham Singh Nagar,41596180,6637613
Hareram Rai,IND,0,Graduate,38,Kichha + Udham Singh Nagar,1064817,0
Jeewan Singh Negi,UKD,0,Post Graduate,42,Kichha + Udham Singh Nagar,1609925,50000
Kulavanta Singh,AAP,0,Literate,43,Kichha + Udham Singh Nagar,26571444,991000
Mohd. Ajam,AIMIM,0,Post Graduate,47,Kichha + Udham Singh Nagar,8168841,0
Pramod Kumar Shukla,Nyaydharmsabha,0,Graduate Professional,50,Kichha + Udham Singh Nagar,5170645,900000
Rajesh Shukla,BJP,0,Graduate,52,Kichha + Udham Singh Nagar,283635978,1811804
Ram Naresh Dohare,Peoples Party of India (Democratic),0,Post Graduate,62,Kichha + Udham Singh Nagar,17041278,846471
Riyaz Ahmed,IND,0,5th Pass,47,Kichha + Udham Singh Nagar,7100000,100000
Surendra Singh,Bhartiya Shakti Chetna Party,0,10th Pass,46,Kichha + Udham Singh Nagar,157605,0
